job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric,child_folder,child_job_id,train.batch_size,train.optimizer,train.optimizer_args.lr,train.lr_scheduler_args.patience,lookup_embedder.dim,lookup_embedder.initialize,lookup_embedder.initialize_args.normal_.std,lookup_embedder.initialize_args.uniform_.a,lookup_embedder.regularize,lookup_embedder.regularize_args.weighted,cp.entity_embedder.regularize_weight,cp.relation_embedder.regularize_weight,cp.entity_embedder.dropout,cp.relation_embedder.dropout
efc16ecd,umls,cp,0,search,1vsAll,valid,100,,,,mean_reciprocal_rank_filtered_with_test,0.878086862388564,11,974892e9,256.0,Adagrad,0.0003344311802780309,2.0,256.0,xavier_uniform_,0.004962322677741091,-0.7974890093011315,lp,False,6.086314233511466e-06,1.6943318972517308e-15,-0.04492111224681139,-0.2294732378795743
efc16ecd,umls,cp,1,search,1vsAll,valid,145,,,,mean_reciprocal_rank_filtered_with_test,0.9118719744536042,13,9ab6fe78,512.0,Adam,0.06144610328905585,8.0,512.0,xavier_normal_,0.0018133638747366413,-0.4878588031318225,,False,9.355295543494148e-09,9.578205156933683e-20,0.18924187868833542,0.25910274032503366
efc16ecd,umls,reciprocal_relations_model,0,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.0640395989447283,10,2962e147,256.0,Adagrad,0.003651106196381687,0.0,32.0,uniform_,0.03502536479002746,-0.7395841947024502,lp,True,2.910414656141246e-15,0.0034167400572274664,-0.37245259433984756,-0.10939876455813646
efc16ecd,umls,reciprocal_relations_model,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.178219192598495,12,73204f83,1024.0,Adagrad,0.15642903245924036,4.0,128.0,xavier_uniform_,0.00010564312501030678,-0.9664754764832836,lp,True,0.09029897384942935,9.681186337442161e-10,-0.18433461524546146,0.018554845824837685
efc16ecd,umls,cp,0,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.6495722671227953,15,277a697a,128.0,Adam,0.0012228238537512052,9.0,16.0,uniform_,0.5496452769910466,-0.21430471672045992,lp,False,5.739933905238503e-19,4.8386278572546235e-12,0.250421991571784,-0.35383622348308563
efc16ecd,umls,cp,1,search,1vsAll,valid,125,,,,mean_reciprocal_rank_filtered_with_test,0.9249541861879312,16,a7fb7c6e,1024.0,Adam,0.0005020024540395538,6.0,32.0,uniform_,0.0075516272617048635,-0.5505026052610855,lp,True,0.001110460048409133,7.218375644713991e-19,-0.3129897229373455,-0.391885245218873
efc16ecd,umls,reciprocal_relations_model,0,search,1vsAll,valid,90,,,,mean_reciprocal_rank_filtered_with_test,0.8901120051284509,18,b3768548,128.0,Adagrad,0.8031487953774785,1.0,512.0,xavier_normal_,0.000467777199326223,-0.30218745933848434,lp,False,1.0042592472831143e-19,0.02569653699720597,0.24626459553837776,0.22667833790183067
efc16ecd,umls,reciprocal_relations_model,0,search,1vsAll,valid,305,,,,mean_reciprocal_rank_filtered_with_test,0.7745035557659126,14,586d396e,512.0,Adagrad,0.011374891291583405,2.0,16.0,uniform_,0.14184953044983373,-0.028885127390567145,,False,8.275367975886401e-07,3.282336868387254e-11,0.31009974516928196,-0.13583537470549345
efc16ecd,umls,cp,0,search,1vsAll,valid,80,,,,mean_reciprocal_rank_filtered_with_test,0.0561534319918579,19,a886eddf,256.0,Adam,0.04148866858770477,10.0,128.0,xavier_uniform_,2.275517165266825e-05,-0.7766538301345147,lp,True,1.5291741052681967e-14,1.6351197898604593e-13,-0.1261229570955038,0.48661968018859625
efc16ecd,umls,cp,1,search,1vsAll,valid,85,,,,mean_reciprocal_rank_filtered_with_test,0.9226077963238114,21,59ad3697,512.0,Adagrad,0.0022113668541453545,4.0,128.0,normal_,0.405570768274324,-0.46132831368691285,lp,True,8.835773645489434e-17,1.424598607720704e-17,0.10651092324405909,-0.017476546578109264
efc16ecd,umls,reciprocal_relations_model,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.5836956281603479,17,854b40b6,256.0,Adam,0.26535433721733787,8.0,16.0,xavier_uniform_,7.636623127714728e-05,-0.7175245453486498,lp,False,0.0002993014822810302,1.2652122804766304e-05,-0.4548248490318656,0.35223912354558706
efc16ecd,umls,reciprocal_relations_model,1,search,1vsAll,valid,130,,,,mean_reciprocal_rank_filtered_with_test,0.671715484806365,20,a283d9c1,1024.0,Adam,0.005815907345390582,7.0,256.0,xavier_uniform_,0.023033041393819127,-0.9904835449375026,,False,8.78362691405437e-13,2.0124079933879267e-07,-0.015730292536318302,-0.26144193299114704
efc16ecd,umls,cp,0,search,1vsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.8662274132476994,22,5f592494,128.0,Adagrad,0.0918361645000866,1.0,64.0,xavier_normal_,0.001229291695168947,-0.23497108418269075,lp,True,6.075402286353057e-11,1.2777432822264612e-14,0.4186676135286689,0.11219571903347969
efc16ecd,umls,cp,0,search,1vsAll,valid,120,,,,mean_reciprocal_rank_filtered_with_test,0.8687134725184529,23,c2489948,512.0,Adam,0.17306104580206277,2.0,64.0,normal_,0.0023820512965906236,-0.07946964466783213,lp,False,8.617544154004639e-06,6.373118556578366e-05,-0.42231613118201494,-0.4629585323855281
efc16ecd,umls,reciprocal_relations_model,0,search,1vsAll,valid,110,,,,mean_reciprocal_rank_filtered_with_test,0.8881535442328892,27,d78920f8,256.0,Adagrad,0.0008688750320219194,5.0,256.0,xavier_normal_,0.0547683825115909,-0.8354703221857827,lp,True,3.2886639256752445e-18,1.0126492144796456e-16,0.012569579295814037,0.15944596286863089
efc16ecd,umls,reciprocal_relations_model,1,search,1vsAll,valid,280,,,,mean_reciprocal_rank_filtered_with_test,0.7755257074086944,25,1f5e8666,1024.0,Adagrad,0.06581787413447192,10.0,32.0,xavier_normal_,0.00016608066158721102,-0.6244937982479669,lp,True,1.6284742210835361e-09,5.945479141800918e-15,0.45065705198794603,-0.18775935657322407
efc16ecd,umls,cp,0,search,1vsAll,valid,155,,,,mean_reciprocal_rank_filtered_with_test,0.8977932608200728,26,746101a3,128.0,Adam,0.002509945900994084,3.0,128.0,xavier_uniform_,0.7177803650687552,-0.3687859025574661,,False,3.0415157850449564e-11,6.671219610075156e-08,-0.11116652470082045,0.4307555742561817
efc16ecd,umls,cp,1,search,1vsAll,valid,80,,,,mean_reciprocal_rank_filtered_with_test,0.9112286713957056,29,b1710cf1,1024.0,Adagrad,0.46110331393267007,9.0,256.0,normal_,1.0472802738902603e-05,-0.9321862767930981,lp,False,8.137966677566226e-19,0.0015259406107044238,0.15418601594865322,-0.08861851133406162
efc16ecd,umls,reciprocal_relations_model,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.5162807066747748,24,96b6e2cb,128.0,Adam,0.00047839100258204585,4.0,16.0,xavier_uniform_,0.08008304667350427,-0.18392935728601179,lp,True,0.00825831592399302,3.037257132960114e-20,-0.28252544440329075,0.28507542237639427
efc16ecd,umls,reciprocal_relations_model,0,search,1vsAll,valid,75,,,,mean_reciprocal_rank_filtered_with_test,0.885448526019699,31,80ab9056,512.0,Adam,0.020344666683433783,0.0,512.0,uniform_,0.00024154097483985318,-0.39518815296022214,lp,True,2.0500680820648337e-15,2.5461985196263503e-11,-0.21963634341955185,-0.31340407859534025
efc16ecd,umls,cp,1,search,1vsAll,valid,30,,,,mean_reciprocal_rank_filtered_with_test,0.91914161728935,33,ca60c4fc,256.0,Adagrad,0.009263033768384152,7.0,64.0,xavier_normal_,0.0031743303370913127,-0.6430149629115872,,False,1.0188425334410314e-07,7.175016790766331e-09,0.3401067331433296,0.05636978056281805
efc16ecd,umls,cp,0,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.8241805562212423,30,8d2df45f,1024.0,Adam,0.04997255815654524,4.0,128.0,xavier_uniform_,0.0847035197086784,-0.12668868173160586,lp,True,6.116966803440006e-16,2.643136144452518e-10,0.2850932125002146,0.1523342840373516
efc16ecd,umls,reciprocal_relations_model,0,search,1vsAll,valid,225,,,,mean_reciprocal_rank_filtered_with_test,0.8737387627911714,34,9bc770fa,128.0,Adagrad,0.002970523853955094,8.0,32.0,xavier_normal_,2.0310325374539405e-05,-0.8822163415188435,lp,False,3.3002954182274614e-08,1.3201051840287668e-12,-0.15553212724626064,-0.47134978510439396
efc16ecd,umls,reciprocal_relations_model,1,search,1vsAll,valid,380,,,,mean_reciprocal_rank_filtered_with_test,0.7854383035671492,28,883a15b7,512.0,Adagrad,0.14918839118193516,8.0,512.0,normal_,0.006158349430014592,-0.671497321972549,lp,False,1.7801991997492872e-18,3.8208854312548726e-19,-0.34267355129122734,0.3766468307003379
efc16ecd,umls,cp,0,search,1vsAll,valid,225,,,,mean_reciprocal_rank_filtered_with_test,0.8768097111052531,35,969660c4,256.0,Adam,0.0011669900312112676,0.0,64.0,xavier_normal_,0.0002552142665684372,-0.41531640855133534,,True,0.019822606912519483,0.013641856235989187,0.22098340466618538,-0.2431476814672351
efc16ecd,umls,cp,1,search,1vsAll,valid,65,,,,mean_reciprocal_rank_filtered_with_test,0.91509317035324,36,220cae43,512.0,Adagrad,0.027222695214860947,5.0,64.0,xavier_normal_,0.029533534520208394,-0.8539163801601249,lp,True,5.776432951525446e-10,1.5266665833186334e-06,-0.014153153635561466,0.27668199595063925
efc16ecd,umls,reciprocal_relations_model,0,search,1vsAll,valid,70,,,,mean_reciprocal_rank_filtered_with_test,0.8955331814069689,39,8bec8de8,256.0,Adam,0.00795202853181905,2.0,512.0,xavier_normal_,0.0021533519962571067,-0.10616299565670073,lp,False,8.287691789019751e-12,9.66490166739396e-14,0.42463117744773626,-0.09572801273316145
efc16ecd,umls,reciprocal_relations_model,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.6988400886395226,32,dba1a80d,1024.0,Adam,0.543411881578104,3.0,16.0,xavier_uniform_,0.6495380731895933,-0.31670655764717603,lp,False,2.2410276799053903e-05,6.784274792028338e-18,0.11274914536625147,0.0009792782366275787
efc16ecd,umls,cp,1,search,1vsAll,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.6531837791021616,41,1723723f,128.0,Adagrad,0.0003618830316048579,9.0,256.0,uniform_,8.952393721379552e-05,-0.5650369026022032,,True,6.6402822233475314e-18,6.009685354121589e-06,-0.45297305192798376,-0.36751064844429493
efc16ecd,umls,cp,1,search,1vsAll,valid,265,,,,mean_reciprocal_rank_filtered_with_test,0.6883752740965299,37,9f9411a3,512.0,Adam,0.014286040216439764,8.0,256.0,xavier_uniform_,5.0373655253574355e-05,-0.7220018059133831,lp,False,1.2106592480776795e-12,7.382736223140255e-16,0.456164282746613,0.20375854428857565
efc16ecd,umls,reciprocal_relations_model,0,search,1vsAll,valid,90,,,,mean_reciprocal_rank_filtered_with_test,0.6647422650109039,42,79ec374d,256.0,Adagrad,0.02944965069937903,5.0,16.0,xavier_normal_,0.2991007445325125,-0.4741596777214948,lp,True,6.52778625535531e-11,8.263792448953967e-09,-0.10907011013478041,-0.41596252005547285
efc16ecd,umls,reciprocal_relations_model,0,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.0635022063928147,38,bee74543,1024.0,Adagrad,0.0007155021928191178,0.0,512.0,normal_,0.0009069109438870122,-0.2006609057299792,,True,5.858294401343477e-17,0.00012038920338928819,-0.4200060935690999,0.4481969512999058
efc16ecd,umls,cp,0,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.3486458714022958,43,99113e84,128.0,Adam,0.64728709349276,7.0,32.0,uniform_,0.01517770342686973,-0.9489026262046397,lp,False,0.00015305222555729367,1.907656081401347e-16,0.01829043310135603,-0.17541557736694813
efc16ecd,umls,cp,0,search,1vsAll,valid,20,,,,mean_reciprocal_rank_filtered_with_test,0.8744490921863017,46,a75ab5d0,1024.0,Adagrad,0.004704873067193773,1.0,64.0,uniform_,0.0006063219589525177,-0.25832144803595725,lp,False,9.633251753484756e-07,3.3566342034639553e-12,-0.2485882267355919,0.3281596712768078
efc16ecd,umls,reciprocal_relations_model,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.8138909837219612,40,d51f9b4d,128.0,Adam,0.1314406447229626,6.0,256.0,xavier_normal_,0.01197743587596104,-0.5140141446940321,lp,True,1.945447927081651e-14,9.484821630356723e-10,0.31457997113466263,-0.040394166484475136
efc16ecd,umls,reciprocal_relations_model,0,search,1vsAll,valid,30,,,,mean_reciprocal_rank_filtered_with_test,0.8940011240953317,47,b7a001f4,512.0,Adam,0.0015763368658753588,10.0,16.0,xavier_uniform_,3.6128767128938915e-05,-0.7877494423145428,,True,0.0006218234589443348,0.0032044967965115844,0.12844563089311123,0.07261334266513586
efc16ecd,umls,cp,1,search,1vsAll,valid,40,,,,mean_reciprocal_rank_filtered_with_test,0.9035018265613016,49,f53ae7f8,256.0,Adagrad,0.3344980023293565,3.0,128.0,xavier_normal_,0.1837918086039386,-0.03173344655606891,lp,False,6.080627667179069e-20,6.393815491781052e-20,-0.3116909507662058,-0.29986248444765806
efc16ecd,umls,cp,1,search,1vsAll,valid,135,,,,mean_reciprocal_rank_filtered_with_test,0.6327772081995303,44,134eecb4,512.0,Adagrad,0.3755378246058893,0.0,256.0,xavier_uniform_,0.04644534459834766,-0.6960225365737454,,True,0.027914790638847845,4.2792908715181154e-13,0.3747752644121647,-0.445379045791924
efc16ecd,umls,reciprocal_relations_model,1,search,1vsAll,valid,250,,,,mean_reciprocal_rank_filtered_with_test,0.8012698120866085,45,747a27d1,256.0,Adam,0.0003894818822331108,7.0,64.0,uniform_,0.0028130513326308326,-0.4515526266467944,lp,False,1.6388537892993585e-19,1.2051304725344135e-10,-0.19083308801054955,0.1731164688244462
efc16ecd,umls,reciprocal_relations_model,0,search,1vsAll,valid,65,,,,mean_reciprocal_rank_filtered_with_test,0.8085657599513516,51,685731dd,1024.0,Adam,0.019396967453626335,9.0,128.0,xavier_normal_,0.8529366167910137,-0.22521637590509835,lp,False,2.3342210079874713e-08,0.098901163218761,-0.25274561904370785,-0.20533469319343567
efc16ecd,umls,cp,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.8657159161713958,48,e65ef24c,128.0,Adagrad,0.008826418784668005,4.0,16.0,normal_,0.00013993853907775614,-0.9690177735615987,lp,True,6.6356338892733205e-15,1.9694537178362065e-18,0.18592486716806889,0.4170809034258127
efc16ecd,umls,cp,1,search,1vsAll,valid,320,,,,mean_reciprocal_rank_filtered_with_test,0.8808252065459643,53,112cb494,1024.0,Adam,0.20597267591114962,10.0,16.0,uniform_,0.06447606154678226,-0.28458969456747174,,True,9.3635372539012e-18,2.2725490004636056e-14,-0.0803996017202735,-0.07103901356458664
efc16ecd,umls,reciprocal_relations_model,0,search,1vsAll,valid,40,,,,mean_reciprocal_rank_filtered_with_test,0.0642478392899402,55,26bab961,128.0,Adagrad,0.0010335122509428764,3.0,128.0,xavier_uniform_,1.2987574711404802e-05,-0.5368186211417616,lp,False,2.0603406459385967e-06,2.552178333090133e-07,0.4833714375272393,0.2987459171563387
efc16ecd,umls,reciprocal_relations_model,0,search,1vsAll,valid,80,,,,mean_reciprocal_rank_filtered_with_test,0.9225721300745304,54,a6888448,512.0,Adagrad,0.07129386717559667,2.0,32.0,xavier_normal_,0.00391767471005727,-0.7629946394368354,lp,False,5.869520422045695e-12,1.530672275851275e-05,0.04626054968684912,-0.33097939658910036
efc16ecd,umls,cp,1,search,1vsAll,valid,80,,,,mean_reciprocal_rank_filtered_with_test,0.9220156055286618,57,6f2921a2,256.0,Adam,0.002717825049927625,5.0,512.0,normal_,0.00019544878649958844,-0.011327414677673953,lp,True,6.257864572343071e-09,2.430400324383534e-17,-0.3944788733497262,0.04269509110599756
efc16ecd,umls,cp,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.090554102798181,52,5946ef71,1024.0,Adagrad,0.0018579980151680984,6.0,512.0,normal_,0.0003878869205176575,-0.16633868539679797,lp,False,5.537960394734008e-05,5.0533545874202235e-08,0.38985760789364576,-0.37821533530950546
efc16ecd,umls,reciprocal_relations_model,0,search,1vsAll,valid,385,,,,mean_reciprocal_rank_filtered_with_test,0.6965207995081241,50,fef9d411,128.0,Adam,0.2230844689018196,1.0,32.0,normal_,0.00912119431557931,-0.9184942461271957,,True,3.2511947454548733e-16,3.205453326476478e-15,-0.05039401073008776,0.24425842054188251
efc16ecd,umls,reciprocal_relations_model,1,search,1vsAll,valid,60,,,,mean_reciprocal_rank_filtered_with_test,0.8879438528985334,60,f222c005,512.0,Adam,0.005369264683947735,5.0,256.0,xavier_normal_,2.7656072932963597e-05,-0.6293629843038041,lp,True,1.8064805839458079e-10,5.209042982794412e-17,-0.48655885737389326,-0.1495087342336774
efc16ecd,umls,cp,0,search,1vsAll,valid,125,,,,mean_reciprocal_rank_filtered_with_test,0.7724189524270274,58,de229446,256.0,Adagrad,0.08481165498575402,8.0,16.0,xavier_uniform_,0.11686901606343257,-0.37762227449265307,lp,False,2.1902409740513177e-13,4.6298796613638216e-05,0.07672437746077776,0.4690430322661996
efc16ecd,umls,cp,1,search,1vsAll,valid,385,,,,mean_reciprocal_rank_filtered_with_test,0.8465829860944689,56,31e72676,512.0,Adam,0.0006163858980186091,2.0,32.0,xavier_normal_,6.577720798455483e-05,-0.8139755255007743,lp,False,2.203121284378083e-20,2.034921811484178e-09,-0.1588421855121851,-0.0038066478446125984
efc16ecd,umls,reciprocal_relations_model,0,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.8089056658598542,59,2ba09a21,256.0,Adagrad,0.986477836933791,10.0,128.0,xavier_uniform_,0.47016841262500114,-0.0696857918730378,,True,0.003446347732855539,1.0142688920932944e-11,0.27933954261243343,0.3698192173615098
efc16ecd,umls,reciprocal_relations_model,0,search,1vsAll,valid,70,,,,mean_reciprocal_rank_filtered_with_test,0.8932726339328508,63,a2215de1,1024.0,Adagrad,0.01193059474063704,6.0,64.0,xavier_normal_,0.0014182521960702163,-0.3590382871616724,lp,True,5.390969226327692e-14,1.2680775354888604e-20,0.21843408793210983,-0.27511531114578247
efc16ecd,umls,cp,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.8365402689740702,61,7da5f4bc,128.0,Adam,0.04354146450783238,2.0,512.0,uniform_,0.019939259168575803,-0.6030199803254847,lp,False,1.7404558707079417e-07,0.0004512518376349276,-0.3466855064034462,0.09461908973753452
efc16ecd,umls,cp,0,search,1vsAll,valid,175,,,,mean_reciprocal_rank_filtered_with_test,0.8993609843809912,62,da2b55e0,1024.0,Adagrad,0.23785723340166928,9.0,512.0,xavier_normal_,2.6622710636251647e-05,-0.8050288227461372,,True,3.709124243497734e-07,6.590477920590643e-10,0.0866594910621643,-0.05261628795415163
efc16ecd,umls,reciprocal_relations_model,1,search,1vsAll,valid,225,,,,mean_reciprocal_rank_filtered_with_test,0.9149360890768788,65,cdbe360f,128.0,Adam,0.001978075949382206,4.0,32.0,normal_,0.13288791827325902,-0.061059758900562255,lp,False,9.513882359391315e-14,2.3405141608919315e-12,-0.47272464632987976,0.32490937504917383
efc16ecd,umls,reciprocal_relations_model,0,search,1vsAll,valid,395,,,,mean_reciprocal_rank_filtered_with_test,0.7450771214771856,67,ebde5e8b,512.0,Adam,0.07966363716264449,0.0,128.0,normal_,0.0004003871254601197,-0.2719673675196618,lp,False,0.0019626273265797856,4.632715952874531e-20,-0.036834435537457466,-0.2965821549296379
efc16ecd,umls,cp,1,search,1vsAll,valid,295,,,,mean_reciprocal_rank_filtered_with_test,0.8792475600915453,64,3d663ee8,256.0,Adagrad,0.00503576037856048,8.0,16.0,xavier_uniform_,0.008072177848294722,-0.5162697304656356,lp,True,1.0286106766817209e-20,0.0023261579394101587,0.3995180856436491,0.08486645109951496
efc16ecd,umls,cp,0,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.5560013472668233,66,fd7afa19,512.0,Adam,0.9266153379658271,2.0,16.0,xavier_normal_,0.001372315756055977,-0.20658228019540192,,True,3.9277445792729514e-13,1.1891145002455279e-08,-0.3644260121509433,-0.4270555078983307
efc16ecd,umls,reciprocal_relations_model,0,search,1vsAll,valid,40,,,,mean_reciprocal_rank_filtered_with_test,0.8989011612406538,70,7a4a4462,256.0,Adagrad,0.0005780898947925337,5.0,128.0,xavier_uniform_,0.02253490650688701,-0.9583256193247903,lp,False,3.7887032595555047e-10,1.0589562265204655e-15,0.1967801796272397,0.19931807555258274
efc16ecd,umls,reciprocal_relations_model,1,search,1vsAll,valid,370,,,,mean_reciprocal_rank_filtered_with_test,0.8731892591605157,69,8c62ea22,1024.0,Adagrad,0.0464254304453188,9.0,64.0,normal_,6.831083957763406e-05,-0.7477307997150346,lp,False,1.559030789560683e-16,2.6332519946909026e-16,0.2579602999612689,-0.17100611049681902
efc16ecd,umls,cp,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.0772671611762485,68,bf139467,128.0,Adam,0.01270146837525962,4.0,256.0,uniform_,0.41395562320874474,-0.4955778683028742,lp,True,3.070710320133031e-05,0.00016582125552057277,-0.17630802560597658,0.4592598909512162
efc16ecd,umls,cp,1,search,1vsAll,valid,125,,,,mean_reciprocal_rank_filtered_with_test,0.7630546897466929,72,41c12e19,512.0,Adagrad,0.0004146475441890924,5.0,256.0,xavier_normal_,0.9637783123058024,-0.338580605581114,lp,False,2.8173342606287724e-09,7.016969592047205e-14,0.16436206456273794,-0.12375873327255249
efc16ecd,umls,reciprocal_relations_model,1,search,1vsAll,valid,110,,,,mean_reciprocal_rank_filtered_with_test,0.9194229219588764,73,32c374cc,256.0,Adam,0.4004115468530202,8.0,64.0,uniform_,0.00013556943027419492,-0.5902452010220383,,True,3.182530219277736e-12,1.1059794207980253e-06,-0.27039406541734934,0.25774615444242954
efc16ecd,umls,reciprocal_relations_model,0,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.06827351505771,71,69077126,1024.0,Adam,0.008278034139044373,7.0,128.0,normal_,0.04084667172266998,-0.8638600835631043,lp,True,3.780857515448371e-06,4.189737666618936e-06,-0.20826790388673544,-0.3485438199713826
efc16ecd,umls,cp,1,search,1vsAll,valid,15,,,,mean_reciprocal_rank_filtered_with_test,0.9122583120147144,76,347cbb18,128.0,Adagrad,0.018219900011560448,0.0,32.0,xavier_uniform_,0.0029222441191681125,-0.11162852767057718,lp,False,2.090247683559279e-17,4.7148013938081754e-18,0.35342609230428934,0.02904003206640482
efc16ecd,umls,cp,0,search,1vsAll,valid,390,,,,mean_reciprocal_rank_filtered_with_test,0.7857841070444306,75,f9908604,1024.0,Adam,0.0009693170946879809,6.0,16.0,xavier_normal_,0.004449666264536907,-0.6732360121204424,lp,False,3.540796604927575e-15,1.81858425360338e-12,-0.3807366620749235,-0.49812926817685366
efc16ecd,umls,reciprocal_relations_model,0,search,1vsAll,valid,215,,,,mean_reciprocal_rank_filtered_with_test,0.687844960967456,78,9b559a28,128.0,Adagrad,0.19347025502521986,1.0,256.0,xavier_uniform_,0.00018819938263272157,-0.42942198514570484,,True,1.0678600048919828e-08,3.647873028011861e-10,0.056104617193341255,0.13208617363125086
efc16ecd,umls,reciprocal_relations_model,0,search,1vsAll,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.894851965406921,79,fd1fe4fd,512.0,Adagrad,0.002893471533339577,3.0,32.0,normal_,0.05704956731833306,-0.15555532206442202,lp,True,3.5621154527498295e-19,0.019564168648085082,0.49300190433859825,-0.22292961925268173
